movieid,actorid,cast_num
1790753,363689,0
1790753,389622,0
1790753,405260,0
1790753,405262,0
1790753,408389,0
1790753,430969,0
1790753,434179,0
1790753,436242,0
1790753,444827,0
1790753,446649,0
1790753,450540,0
1790753,455129,0
1790753,493477,0
1790753,495158,0
1790753,507962,0
1790753,511059,0
1790753,511733,0
1790753,515722,0
1790753,536483,0
1790753,563611,0
1790753,589305,0
1790753,599351,0
1790753,623612,0
1790753,648213,0
1790753,663859,0
1790753,705083,0
1790753,705088,0
1790753,705182,0
1790753,705939,0
1790753,720098,0
1790753,724433,0
1790753,770042,0
1790753,773074,0
1790753,799471,0
1790753,815064,0
1790753,878257,0
1790753,894301,0
1790753,942492,0
1790753,948113,0
1790753,954463,0
1790753,964910,0
1790753,991257,0
1790753,1008970,0
1790753,1008999,0
1790753,1009004,0
1790753,1078704,0
1790753,1115255,0
1790753,1147415,0
1790753,1147426,0
1790753,1154731,0
1790753,1195029,0
1790753,1270331,0
1790753,1270835,0
1790753,1271040,0
1790753,1293703,0
1790753,1342549,0
1790753,1343459,0
1790753,1343522,0
1790753,1352885,0
1790753,1358595,0
1790753,1358793,0
1790753,1358794,0
1790753,1358796,0
1790753,1358797,0
1790753,1408149,0
1790753,1418230,0
1790753,1523235,0
1790753,1601583,0
1790753,1608711,0
1790753,1630546,0
1790753,1687712,0
1790753,1694006,0
1790753,1694941,0
1790753,1709038,0
1790753,1717853,0
1790753,1721145,0
1790753,1721783,0
1790753,1751324,0
1790753,1757426,0
1790753,1797239,0
1790753,1797277,0
1790753,1797303,0
1790753,1842618,0
1790753,1859046,0
1790753,1877030,0
1790753,1934155,0
1790753,1942531,0
1790753,1954246,0
1790753,1995047,0
1790753,2006706,0
1790753,2010689,0
1790753,2011862,0
1790753,2032088,0
1790753,2039003,0
1790753,2058899,0
1790753,2072973,0
1790753,2075532,0
1790753,2078833,0
1790753,2128135,0
1790753,2143037,0
1790753,2154717,0
1790753,2214581,0
1790753,2218250,0
1790753,2254890,0
1790753,2269261,0
1790753,2273093,0
1790753,2291361,0
1790753,2297348,0
1790753,2306305,0
1790753,2357494,0
1790753,2413270,0
1790753,2475849,0
1790753,2522812,0
1790753,2522816,0
1790753,2592622,0
1790753,2607330,0
1790753,2640870,0
1790753,2703256,0
1790753,2710379,0
1790753,2729277,0
1790753,2738161,0
1790780,82981,0
1790780,202657,0
1790780,294757,0
1790780,480746,0
1790780,517565,0
1790780,631852,0
1790780,631853,0
1790780,739029,0
1790780,798980,0
1790780,816556,0
1790780,847969,0
1790780,867732,0
1790780,1111870,0
1790780,1111955,0
1790780,1144290,0
1790780,1340649,0
1790780,1505170,0
1790780,1543198,0
1790780,1738971,0
1790780,2570112,0
1792218,1275953,0
1792281,1548877,0
1793604,207814,0
1793604,413613,0
1793604,511304,0
1793604,591897,0
1793604,1040058,0
1794215,1755201,0
1795427,1275953,0
1795631,2588922,0
1795698,1306290,0
1796704,1885366,0
1801311,453319,0
1801311,1706187,0
1801311,1843317,0
1801311,2207051,0
1802287,413758,0
1802287,1042522,0
1802287,1490393,0
1802287,1663698,0
1802287,2601298,0
1802287,2607888,0
1802677,1335911,0
1803115,1931557,0
1804427,51168,0
1804484,101145,0
1804484,342968,0
1804484,1356672,0
1804484,1465483,0
1804484,1777848,0
1804484,2039003,0
1804484,2368575,0
1804484,2368581,0
1804484,2376650,0
1804484,2382231,0
1804484,2596882,0
1804779,1272887,0
1804947,2317264,0
1805799,991076,0
1806914,1694741,0
1807303,779293,0
1807444,940168,0
1807444,2303467,0
1808298,158034,0
1808298,392434,0
1808298,393292,0
1808298,664704,0
1808298,750549,0
1808298,1275788,0
1808298,1679773,0
1808298,2720142,0
1808524,221291,0
1808524,997359,0
1808524,1495704,0
1808524,1893152,0
1808524,2526368,0
1809047,2700927,0
1809149,51749,0
1809149,186830,0
1809149,245274,0
1809149,349639,0
1809149,350123,0
1809149,374673,0
1809149,374699,0
1809149,381645,0
1809149,419595,0
1809149,496245,0
1809149,532605,0
1809149,910799,0
1809149,928142,0
1809149,933298,0
1809149,944047,0
1809149,992284,0
1809149,1052559,0
1809149,1143523,0
1809149,1232154,0
1809149,1264074,0
1809149,1299212,0
1809149,1348242,0
1809149,1359389,0
1809149,1401023,0
1809149,1402488,0
1809149,1784002,0
1809149,1810250,0
1809149,1885989,0
1809149,1959552,0
1809149,1963430,0
1809149,1975422,0
1809149,2273521,0
1809149,2302022,0
1809149,2355798,0
1809149,2387361,0
1809149,2415851,0
1809149,2496730,0
1809149,2569356,0
1809149,2581858,0
1809149,2659000,0
1809984,471748,0
1810092,218357,0
1810092,406934,0
1810092,934272,0
1810092,1891775,0
1811382,878868,0
1811382,1611713,0
1811626,416366,0
1812339,642654,0
1812339,677745,0
1812339,1976677,0
1816238,248838,0
1816238,590556,0
1816238,661369,0
1816238,1309045,0
1816238,1510315,0
1816742,152413,0
1816742,273603,0
1816742,456339,0
1816742,848323,0
1816742,907406,0
1816742,933876,0
1817898,1738495,0
1819870,685975,0
1820147,143190,0
1820147,145741,0
1820147,753183,0
1820147,802415,0
1820147,855474,0
1820147,864475,0
1820147,865480,0
1820147,865481,0
1820147,870582,0
1820147,929451,0
1820147,1182650,0
1820147,1292951,0
1820147,1548689,0
1820147,1592114,0
1820147,2249031,0
1820147,2312778,0
1820147,2497431,0
1820147,2588363,0
1820147,2660734,0
1820400,421157,0
1820400,808637,0
1820400,1027317,0
1820400,1246567,0
1820400,1306290,0
1820400,1527502,0
1820400,1731457,0
1820400,1858536,0
1820400,1969024,0
1820400,2054021,0
1820400,2082472,0
1820400,2413264,0
1820400,2565153,0
1820400,2622108,0
1820400,2718853,0
1821619,357934,0
1821807,1865091,0
1822607,665818,0
1822639,470045,0
1822639,578660,0
1822639,604662,0
1822639,662609,0
1822639,684143,0
1822639,715224,0
1822639,1246228,0
1822639,1506437,0
1822639,1601587,0
1822639,1855263,0
1822639,2092896,0
1822639,2710236,0
1823008,1910038,0
1824605,172539,0
1824605,743282,0
1824605,1267334,0
1824605,1701415,0
1824623,782978,0
1824623,859848,0
1824623,1698167,0
1824685,204446,0
1824923,554721,0
1825343,67523,0
1825343,549450,0
1825343,648213,0
1825343,894301,0
1825343,2368581,0
1825343,2444208,0
1825343,2519246,0
1826286,594584,0
1828055,77245,0
1828055,183180,0
1828055,252772,0
1828055,263710,0
1828055,574230,0
1828055,649903,0
1828055,927409,0
1828055,1066518,0
1828055,1150813,0
1828055,1464202,0
1828055,1592709,0
1828055,1807900,0
1828055,1858305,0
1828055,1865800,0
1828055,2151155,0
1828055,2160293,0
1828055,2406048,0
1828055,2662909,0
1829882,168337,0
1830509,217479,0
1830509,311430,0
1830509,573187,0
1830509,1247382,0
1830509,1394566,0
1830509,1394567,0
1830509,1942931,0
1830509,1942933,0
1830509,1942936,0
1830564,1153102,0
1830564,1448548,0
1831790,59992,0
1831790,298328,0
1831790,692422,0
1831790,829894,0
1831790,964910,0
1831790,1026749,0
1831790,1154731,0
1831790,1358794,0
1831790,1721783,0
1833995,84935,0
1833995,304774,0
1833995,1182270,0
1833995,1723889,0
1833995,1973248,0
1833995,2279824,0
1834154,23364,0
1834154,248383,0
1834154,324000,0
1834154,582940,0
1834423,347358,0
1834423,1122051,0
1834423,1122133,0
1834423,1401830,0
1834423,1660322,0
1834423,1758503,0
1834423,2383224,0
1834423,2436269,0
1835442,60610,0
1835442,219023,0
1835442,724163,0
1835442,829798,0
1835442,1270281,0
1835442,1426375,0
1836375,217540,0
1836375,404311,0
1836375,474869,0
1836375,489701,0
1836375,797720,0
1836375,1155756,0
1836375,1219033,0
1836375,1339373,0
1836375,1358794,0
1836375,1435790,0
1836375,1631854,0
1836375,2264602,0
1836375,2317565,0
1836375,2602486,0
1836516,336380,0
1837319,64719,0
1837319,379221,0
1837319,1980447,0
1837319,1980654,0
1837467,2389154,0
1837962,1121127,0
1838619,769693,0
1838619,1375272,0
1838773,186220,0
1838773,460265,0
1838773,682601,0
1838773,692422,0
1838773,1253818,0
1838773,1331630,0
1843039,1479892,0
1843756,73378,0
1843756,446619,0
1844997,552176,0
1844997,835938,0
1844997,922829,0
1844997,2085816,0
1846990,432743,0
1847035,857080,0
1847035,1218421,0
1847035,1567197,0
1847035,1580026,0
1847035,1843931,0
1847048,2302415,0
1847080,708038,0
1847235,1033727,0
1847595,290382,0
1847595,1104831,0
1847739,546085,0
1851871,81936,0
1851871,161008,0
1851871,262935,0
1851871,460027,0
1851871,538349,0
1851871,745788,0
1851871,800216,0
1851871,896492,0
1851871,926371,0
1851871,984494,0
1851871,1082800,0
1851871,1157186,0
1851871,1250140,0
1851871,1256946,0
1851871,1316469,0
1851871,1320910,0
1851871,1423360,0
1851871,1516708,0
1851871,1997551,0
1851871,2082954,0
1851871,2109344,0
1851871,2126851,0
1851871,2140152,0
1851871,2180627,0
1851871,2194571,0
1851871,2282070,0
1851871,2406168,0
1851871,2690367,0
1851871,2694493,0
1852976,1572556,0
1853104,131264,0
1853531,168241,0
1853531,192179,0
1853531,706884,0
1853531,970794,0
1853531,1704988,0
1853531,1751533,0
1854918,23364,0
1856672,202303,0
1856727,570131,0
1857796,95690,0
1857796,338431,0
1857796,622351,0
1857796,671936,0
1857796,833099,0
1857796,833105,0
1857796,1034076,0
1857796,1452277,0
1857796,1469796,0
1857796,1690218,0
1857796,1882309,0
1857796,1934210,0
1857796,2104671,0
1857796,2464325,0
1857796,2592918,0
1857796,2679763,0
1859092,959935,0
1859351,265551,0
1859351,2029174,0
1859542,1845449,0
1861514,1864783,0
1861514,1968960,0
1866000,1173232,0
1868310,2253397,0
1868452,49622,0
1868452,809239,0
1868452,1148659,0
1868452,1431775,0
1868452,2100488,0
1868452,2122834,0
1868452,2740328,0
1869304,2605808,0
1870132,175430,0
1870132,242828,0
1870132,272011,0
1870132,320362,0
1870132,351891,0
1870132,663805,0
1870132,683984,0
1870132,822960,0
1870132,1036806,0
1870132,1147882,0
1870132,1178851,0
1870132,1340490,0
1870132,1475905,0
1870132,1496118,0
1870132,1618388,0
1870132,1649798,0
1870132,1688155,0
1870132,1717814,0
1870132,1723262,0
1870132,1820107,0
1870132,2034739,0
1870132,2173485,0
1870132,2610455,0
1870151,166982,0
1870151,250306,0
1870151,476881,0
1870151,1154731,0
1870151,1681497,0
1870151,1924370,0
1872587,583471,0
1873263,560553,0
1873263,692422,0
1873263,846709,0
1873263,1331007,0
1873263,1693856,0
1874284,500700,0
1874284,1692116,0
1874295,1329997,0
1875013,526318,0
1875013,580282,0
1875013,682567,0
1875013,685927,0
1875013,692422,0
1875013,740160,0
1875013,819401,0
1875013,845350,0
1875013,887750,0
1875013,1058921,0
1875013,1125841,0
1875013,1195029,0
1875013,1381745,0
1875013,1416558,0
1875013,1604345,0
1875013,1995047,0
1876090,143395,0
1876090,520827,0
1876090,873417,0
1876090,917673,0
1876090,1019156,0
1876090,1100215,0
1876090,1221199,0
1876090,1517736,0
1876090,2741769,0
1878227,850388,0
1878227,1722670,0
1878669,146387,0
1878669,577289,0
1878669,605990,0
1878669,1112363,0
1878669,2340561,0
1878669,2524528,0
1878669,2594310,0
1879298,1896700,0
1879599,2128307,0
1880648,2609096,0
1883527,2665466,0
1883660,1331630,0
1884087,253219,0
1886005,144093,0
1886830,641665,0
1886830,714307,0
1886830,1745146,0
1886830,2744547,0
1888102,100019,0
1888780,267348,0
1888780,510006,0
1888780,510890,0
1888780,812306,0
1888780,830959,0
1888780,1432097,0
1888780,1459677,0
1888780,1946809,0
1888780,2033095,0
1888780,2254710,0
1888780,2275809,0
1888780,2373472,0
1888780,2429503,0
1888780,2579334,0
1888780,2579337,0
1888780,2633489,0
1889009,387477,0
1889579,1656969,0
1890357,1331630,0
1890357,2674444,0
1890515,202870,0
1890516,532593,0
1890516,816235,0
1890516,1454132,0
1890516,2404317,0
1890829,568417,0
1894619,1694941,0
1894753,1030334,0
1895159,106120,0
1895159,145961,0
1895159,155553,0
1895159,197095,0
1895159,244883,0
1895159,446649,0
1895159,698371,0
1895159,700482,0
1895159,725266,0
1895159,986376,0
1895159,1040580,0
1895159,1138770,0
1895159,1450681,0
1895159,1523585,0
1895159,1534114,0
1895159,2040847,0
1895159,2072033,0
1895159,2417641,0
1895159,2562140,0
1895159,2565875,0
1895159,2729875,0
1895298,2700129,0
1897778,2708824,0
1898323,525280,0
1898372,1153583,0
1898372,1673214,0
1898449,1270363,0
1898539,991076,0
1899769,273135,0
1899769,433218,0
1899769,476038,0
1899769,477289,0
1899769,591881,0
1899769,1229116,0
1899769,1234792,0
1899769,1552731,0
1899769,1717284,0
1899769,1824995,0
1899769,1993653,0
1899769,2326494,0
1899769,2458023,0
1899769,2594280,0
1900069,1046083,0
1904083,61310,0
1904083,73963,0
1904083,581403,0
1904083,1744727,0
1904083,2734293,0
1904548,2654235,0
1904704,257487,0
1904704,373868,0
1904704,1783082,0
1904704,2015255,0
1904704,2380798,0
1904704,2629950,0
1912439,118451,0
1912439,202042,0
1912439,231265,0
1912439,309997,0
1912439,535310,0
1912439,604133,0
1912439,642449,0
1912439,648940,0
1912439,719120,0
1912439,943042,0
1912439,1039819,0
1912439,1443717,0
1912439,1533870,0
1912439,1578755,0
1912439,1890509,0
1912439,1921448,0
1912439,1951590,0
1912439,2195411,0
1912439,2384837,0
1912439,2726312,0
1914108,1946997,0
1915291,523436,0
1915291,1014884,0
1915291,1426359,0
1915498,26027,0
1918615,982056,0
1919853,246271,0
1919853,2148797,0
1919898,445730,0
1919898,621603,0
1921463,1599077,0
1921463,1626881,0
1923287,2461488,0
1923531,375678,0
1923531,1723253,0
1923531,1761325,0
1923531,2132145,0
1923821,2136216,0
1923955,495315,0
1923955,595870,0
1923955,1026505,0
1923955,1846370,0
1923955,1938420,0
1923955,2044906,0
1923955,2521613,0
1923955,2605318,0
1923955,2705510,0
1924384,487989,0
1925337,1000150,0
1926866,1571551,0
1927004,2006359,0
1929146,2457908,0
1929151,215342,0
1929151,303106,0
1929151,830236,0
1929151,944369,0
1929151,1004909,0
1929151,1132739,0
1929151,1310832,0
1929151,1598263,0
1929151,1824948,0
1929514,2093128,0
1930572,1232190,0
1930793,218054,0
