600.0	0.2891588	0.3976324	0.3284364	0.4162635	0.0826884	0.5467177	0.1729202	0.1353189	0.8052905	0.7416548
650.0	0.2056007	0.4323945	0.2910667	0.3466827	0.0449031	0.4605840	0.1667411	0.1513007	0.6331774	0.6228871
700.0	0.2518923	0.4427296	0.2735828	0.2026224	0.0907180	0.2335010	0.1457750	0.1468956	0.6081049	0.5755023
750.0	0.2398927	0.4325082	0.4352115	0.1669657	0.0369466	0.1147004	0.1006860	0.2626762	0.6109259	0.7279572
800.0	0.2389851	0.6425913	0.4932052	0.1932176	0.0334902	0.0559279	0.0414617	0.4609646	0.3614091	0.7158481
850.0	0.4923252	0.5942447	0.3442910	0.1948257	0.0726155	0.0777657	0.0329961	0.5512967	0.2589166	0.7249322
900.0	0.6560876	0.7142134	0.4531458	0.2266800	0.0590028	0.0626074	0.0787728	0.6096523	0.2746417	0.8817825
950.0	0.5091502	0.6477703	0.4852440	0.1888674	0.0811217	0.0514610	0.0111701	0.6412587	0.2102886	0.6864717
1000.0	0.7025527	0.6165971	0.3719130	0.1834832	0.0859556	0.0508523	0.0422171	0.5742368	0.1975185	0.5919605
0.0	0.8196661	0.6258468	0.4275544	0.1343295	0.0395386	0.0858597	0.0153988	0.5474253	0.1421867	0.6622512
50.0	0.6752079	0.7594893	0.4780051	0.1155197	0.0775133	0.0621555	0.0336766	0.1977621	0.2564550	0.4557365
100.0	0.6544522	0.7675325	0.3093830	0.1820262	0.0755614	0.0662428	0.0672242	0.1433478	0.3673358	0.4125779
150.0	0.5412243	0.6165999	0.2363249	0.1605546	0.0205437	0.0518276	0.1175679	0.1822476	0.4439044	0.4008946
200.0	0.3912231	0.6013822	0.1306104	0.3983670	0.0531220	0.0374083	0.1605869	0.1311502	0.7338921	0.3510230
250.0	0.3439568	0.5281768	0.1474179	0.4793229	0.0419726	0.0916513	0.1407663	0.2009994	0.7352499	0.3700809
300.0	0.2632589	0.5180844	0.1371519	0.5620525	0.0421850	0.0671023	0.1169966	0.2034098	0.5707911	0.4040230
350.0	0.3250795	0.4493017	0.0957265	0.6096146	0.0644122	0.0887178	0.0604705	0.2194704	0.6843876	0.3550494
400.0	0.1978778	0.4476881	0.1143196	0.6056962	0.0705810	0.0514207	0.1279238	0.1543746	0.6555086	0.3978170
450.0	0.2119435	0.2971015	0.1237322	0.5448305	0.0469943	0.0579252	0.1567792	0.1500386	0.6268837	0.3529273
500.0	0.1954720	0.5425136	0.1428108	0.6195589	0.0361319	0.0497217	0.1259602	0.1847967	0.6014439	0.4163339
550.0	0.2867070	0.3552149	0.1570802	0.5198478	0.0397012	0.0533049	0.0931174	0.5551999	0.6391620	0.7608275
600.0	0.2832238	0.4564208	0.2875349	0.3389959	0.0497244	0.0339943	0.0219816	0.5944062	0.3910088	0.6812163
650.0	0.3752776	0.4965184	0.3812652	0.2261950	0.0506497	0.0509604	0.0180718	0.6009838	0.3289784	0.6588147
700.0	0.5271666	0.6396812	0.4141317	0.1399552	0.0267939	0.0700949	0.0154161	0.5330090	0.2860424	0.8618668
750.0	0.6535310	0.5377897	0.4360782	0.2000445	0.0220214	0.0349406	0.0313183	0.7536030	0.2646750	0.6828334
800.0	0.6074678	0.5711786	0.3980025	0.1879024	0.0549372	0.0273886	0.0054047	0.5413572	0.3763676	0.6702343
850.0	0.5815066	0.6249487	0.4771217	0.1865360	0.0629813	0.0436681	0.0240279	0.6049338	0.2975716	0.7865679
900.0	0.5068927	0.7673761	0.5780678	0.1568298	0.0734124	0.1178872	0.0054490	0.6298151	0.2148692	0.7057800
950.0	0.5921736	0.6562528	0.4605847	0.1879043	0.0350396	0.0772433	0.0180486	0.5304989	0.4045765	0.7562438
1000.0	0.6208871	0.5848911	0.4098903	0.1255350	0.0429783	0.0440719	0.0404184	0.6506816	0.3942687	0.8640166
0.0	0.7486909	0.7233217	0.5474194	0.1287951	0.0459942	0.0855342	0.0185841	0.5060053	0.1203817	0.6744237
50.0	0.7040790	0.5907299	0.6041240	0.1258931	0.0235480	0.3893785	0.0296442	0.4507541	0.0681349	0.6194901
100.0	0.5994465	0.6489979	0.5808105	0.1359235	0.0486927	0.5078794	0.0280436	0.2623196	0.0297624	0.7107903
150.0	0.6807024	0.6158338	0.4948787	0.1402274	0.0726006	0.4342329	0.0307467	0.1677509	0.0551804	0.7983632
200.0	0.6634007	0.7473214	0.4434911	0.1179294	0.0523048	0.4543103	0.1054555	0.1591228	0.0547147	0.6790366
250.0	0.6395483	0.7192954	0.4688282	0.2248689	0.0302937	0.4528611	0.1111474	0.1359640	0.0920244	0.5864934
300.0	0.7034957	0.5579385	0.4956846	0.2135761	0.0376142	0.4711681	0.0556751	0.1424138	0.0758176	0.9329508
350.0	0.7673051	0.5801677	0.4765815	0.1426559	0.0430978	0.5844850	0.0958112	0.1478430	0.0784034	0.8314590
400.0	0.5923688	0.6371882	0.5518884	0.1394248	0.0408289	0.4938015	0.0972429	0.1190366	0.0764346	0.7131165
450.0	0.7041182	0.6962709	0.5224126	0.1402633	0.0508607	0.5512230	0.2424539	0.1557410	0.1087720	0.6851937
500.0	0.7603568	0.5184416	0.4904839	0.1347210	0.0803537	0.5849481	0.1487571	0.1312809	0.0550380	0.7073050
550.0	0.7989458	0.5970408	0.3813979	0.1996787	0.0626515	0.2204854	0.1019650	0.2012554	0.4522243	0.6045179
600.0	0.5603891	0.6283081	0.5145986	0.1619354	0.1029486	0.1038271	0.1532022	0.3545560	0.6815563	0.6337247
650.0	0.4243766	0.6127509	0.3824275	0.2555649	0.0595879	0.1435799	0.0445716	0.4169506	0.4910759	0.6663403
700.0	0.3995293	0.6634322	0.5139549	0.2118807	0.0355816	0.1019106	0.0431739	0.5326386	0.3241218	0.5874736
750.0	0.5764221	0.6137575	0.4858747	0.1369272	0.0669572	0.0616565	0.0313575	0.4668063	0.2564291	0.6764213
800.0	0.6527789	0.6393144	0.4292932	0.1346418	0.0462359	0.0731703	0.0370543	0.5437899	0.2101022	0.7004760
850.0	0.6216837	0.5996797	0.4645137	0.2417352	0.0281811	0.0669515	0.0343497	0.4967864	0.2119273	0.7758961
900.0	0.7191424	0.7195348	0.4028013	0.1424278	0.0700227	0.0633682	0.0133025	0.5877937	0.2557706	0.8082554
950.0	0.7327800	0.6773439	0.4053941	0.1410077	0.0565989	0.0626759	0.0132732	0.5656351	0.2304613	0.7165297
1000.0	0.6503801	0.6423655	0.4868990	0.1438462	0.0737611	0.0534251	0.0154651	0.7203515	0.2283827	0.9404852
